pattern:[[20130090]], support:2
pattern:[[14076009], [25012012]], support:2
pattern:[[14013011]], support:7
pattern:[[14013011], [10151002]], support:2
pattern:[[14802056]], support:7
pattern:[[14802056], [27100542]], support:2
pattern:[[15115031]], support:7
pattern:[[15115031], [14271000]], support:2
pattern:[[15115031], [14271000], [15131001]], support:2
pattern:[[15115031], [14010011]], support:2
pattern:[[15115031], [15231007]], support:2
pattern:[[15115031], [15131001]], support:3
pattern:[[15115031], [15131001], [14010011]], support:2
pattern:[[14900008]], support:7
pattern:[[20103019]], support:7
pattern:[[20103019], [25101044]], support:2
pattern:[[20103019], [22701014]], support:2
pattern:[[20103019], [20121037]], support:3
pattern:[[27002440]], support:7
pattern:[[27002440], [25101044]], support:2
pattern:[[27002440], [27410000]], support:2
pattern:[[27002440], [22102005]], support:2
pattern:[[14822002]], support:7
pattern:[[24101003]], support:7
pattern:[[14130054]], support:7
pattern:[[14130055]], support:7
pattern:[[22000010]], support:7
pattern:[[22000010], [23110009]], support:2
pattern:[[22000010], [23121052]], support:2
pattern:[[22610103]], support:7
pattern:[[24000333]], support:8
pattern:[[24000333], [22103007]], support:2
pattern:[[24000333], [14834000]], support:2
pattern:[[24000333], [14834000], [27300274]], support:2
pattern:[[24000333], [24000334]], support:2
pattern:[[24000333], [22130000]], support:2
pattern:[[24000333], [22130000], [22111004]], support:2
pattern:[[24000333], [14835005]], support:2
pattern:[[24000333], [22111004]], support:3
pattern:[[24000333], [27300274]], support:4
pattern:[[24000333], [27300274], [22103007]], support:2
pattern:[[10150004]], support:8
pattern:[[10119102]], support:8
pattern:[[10119102], [30380002]], support:2
pattern:[[10119102], [30380002], [23131002]], support:2
pattern:[[10119102], [23131002]], support:2
pattern:[[22032000]], support:8
pattern:[[22032000], [27300274]], support:2
pattern:[[22032000], [27300274], [23110009]], support:2
pattern:[[22032000], [22111004]], support:2
pattern:[[22032000], [22036000]], support:2
pattern:[[22032000], [23110009]], support:3
pattern:[[22701003]], support:8
pattern:[[22830002]], support:8
pattern:[[22830002], [23132063]], support:2
pattern:[[27400302]], support:8
pattern:[[22010001]], support:8
pattern:[[15110076]], support:8
pattern:[[15111010]], support:8
pattern:[[15111010], [15119007]], support:2
pattern:[[15111010], [30380003]], support:3
pattern:[[15111010], [30380003], [15119007]], support:2
pattern:[[15202001]], support:8
pattern:[[22110003]], support:8
pattern:[[22110003], [27100542]], support:2
pattern:[[22110003], [22130007]], support:3
pattern:[[22110003], [22130007], [27100542]], support:2
pattern:[[15202037]], support:8
pattern:[[27002188]], support:8
pattern:[[27002188], [23110001]], support:2
pattern:[[22008011]], support:8
pattern:[[22008011], [22013008]], support:2
pattern:[[22008011], [23110174]], support:2
pattern:[[22020000]], support:8
pattern:[[22020000], [22171000]], support:2
pattern:[[22020000], [22102004]], support:2
pattern:[[22020000], [30380003]], support:4
pattern:[[22020000], [30380002]], support:4
pattern:[[22020000], [30380002], [22171000]], support:2
pattern:[[22171000]], support:8
pattern:[[22171000], [22171004]], support:2
pattern:[[22171000], [22102014]], support:4
pattern:[[15111001]], support:8
pattern:[[15111001], [15110014]], support:3
pattern:[[15115034]], support:8
pattern:[[15115034], [15231004]], support:2
pattern:[[14721021]], support:8
pattern:[[15116001]], support:8
pattern:[[15116001], [30380003]], support:3
pattern:[[23113024]], support:8
pattern:[[23113024], [24010809]], support:2
pattern:[[23113024], [30380003]], support:3
pattern:[[14863008]], support:8
pattern:[[14863008], [30380003]], support:2
pattern:[[14863008], [30380003], [27300281]], support:2
pattern:[[14863008], [27300281]], support:2
pattern:[[10141030]], support:8
pattern:[[14661007]], support:8
pattern:[[14661007], [15231007]], support:2
pattern:[[14661007], [30380002]], support:2
pattern:[[22715006]], support:8
pattern:[[11300206]], support:8
pattern:[[15115015]], support:8
pattern:[[14010011]], support:8
pattern:[[15004036]], support:8
pattern:[[15004036], [22102005]], support:2
pattern:[[15004036], [22013022]], support:2
pattern:[[15004036], [23110006]], support:2
pattern:[[15004036], [23110009]], support:2
pattern:[[15113000]], support:8
pattern:[[15113000], [21021043]], support:2
pattern:[[15113000], [22035000]], support:2
pattern:[[10130002]], support:8
pattern:[[22007011]], support:8
pattern:[[22007011], [27000574]], support:2
pattern:[[22007011], [25120036]], support:2
pattern:[[22007011], [27300273]], support:2
pattern:[[22001001]], support:8
pattern:[[22001001], [15115031]], support:2
pattern:[[22001001], [23110009]], support:2
pattern:[[22021268]], support:8
pattern:[[22500094]], support:8
pattern:[[22007026]], support:8
pattern:[[22007026], [22102014]], support:2
pattern:[[15004024]], support:8
pattern:[[14860017]], support:9
pattern:[[15235001]], support:9
pattern:[[15235001], [15000021]], support:3
pattern:[[24010819]], support:9
pattern:[[27002194]], support:9
pattern:[[27002194], [27300276]], support:2
pattern:[[27002194], [22701014]], support:2
pattern:[[27002194], [27002169]], support:3
pattern:[[15000006]], support:9
pattern:[[15000006], [23110009]], support:3
pattern:[[32917000]], support:9
pattern:[[32917000], [32917001]], support:2
pattern:[[32917000], [15113002]], support:2
pattern:[[22012011]], support:9
pattern:[[15231004]], support:9
pattern:[[15231004], [15231005]], support:3
pattern:[[15114013]], support:9
pattern:[[10000011]], support:9
pattern:[[10000011], [23110009]], support:2
pattern:[[15130024]], support:9
pattern:[[15130024], [15405002]], support:2
pattern:[[15130024], [15405002], [15231005]], support:2
pattern:[[15130024], [15231004]], support:2
pattern:[[15130024], [15231005]], support:3
pattern:[[22012000]], support:9
pattern:[[22012000], [30380002]], support:2
pattern:[[22012000], [15115007]], support:2
pattern:[[22012000], [30380003]], support:3
pattern:[[10151002]], support:9
pattern:[[10141042]], support:9
pattern:[[22103010]], support:9
pattern:[[22103010], [22190000]], support:2
pattern:[[22103010], [22190000], [22111004]], support:2
pattern:[[22103010], [30380003]], support:2
pattern:[[22103010], [22102014]], support:2
pattern:[[22103010], [23110009]], support:2
pattern:[[22103010], [22103011]], support:2
pattern:[[22103010], [30380002]], support:3
pattern:[[22103010], [30380002], [22190000]], support:2
pattern:[[22103010], [30380002], [22190000], [22111004]], support:2
pattern:[[22103010], [30380002], [22111004]], support:3
pattern:[[22103010], [22111004]], support:4
pattern:[[27000578]], support:9
pattern:[[27000578], [30380003]], support:2
pattern:[[22172012]], support:9
pattern:[[15115028]], support:9
pattern:[[22102009]], support:9
pattern:[[22102009], [22102014]], support:2
pattern:[[22102009], [22020002]], support:2
pattern:[[15110000]], support:9
pattern:[[15110046]], support:9
pattern:[[15232003]], support:9
pattern:[[15232003], [27300274]], support:2
pattern:[[15232003], [15104009]], support:2
pattern:[[15232003], [15104009], [15115030]], support:2
pattern:[[15232003], [15104009], [15115030], [15115031]], support:2
pattern:[[15232003], [15104009], [15115030], [15115031], [15231007]], support:2
pattern:[[15232003], [15104009], [15115030], [15231007]], support:2
pattern:[[15232003], [15104009], [15115031]], support:2
pattern:[[15232003], [15104009], [15115031], [15231007]], support:2
pattern:[[15232003], [15104009], [15231007]], support:2
pattern:[[15232003], [15115030]], support:2
pattern:[[15232003], [15115030], [15115031]], support:2
pattern:[[15232003], [15115030], [15115031], [15231007]], support:2
pattern:[[15232003], [15115030], [15231007]], support:2
pattern:[[15232003], [15115031]], support:2
pattern:[[15232003], [15115031], [15231007]], support:2
pattern:[[15232003], [15231007]], support:2
pattern:[[15232003], [23110009]], support:2
pattern:[[15232003], [30380003]], support:2
pattern:[[15130013]], support:9
pattern:[[14860025]], support:9
pattern:[[24010000]], support:9
pattern:[[24010000], [22500022]], support:2
pattern:[[22002240]], support:9
pattern:[[22002240], [23110009]], support:2
pattern:[[22002240], [30380003]], support:3
pattern:[[22111008]], support:10
pattern:[[22111008], [24030062]], support:2
pattern:[[22111008], [14010012]], support:2
pattern:[[22111008], [22103004]], support:3
pattern:[[22111008], [27300274]], support:3
pattern:[[15114000]], support:10
pattern:[[15114000], [15110038]], support:2
pattern:[[22631002]], support:10
pattern:[[22007027]], support:10
pattern:[[22007027], [22007005]], support:2
pattern:[[10201016]], support:10
pattern:[[10201016], [23110009]], support:3
pattern:[[15114031]], support:10
pattern:[[15114031], [23110009]], support:2
pattern:[[15114031], [27410000]], support:3
pattern:[[23112032]], support:10
pattern:[[23112032], [30380003]], support:2
pattern:[[23112032], [23110174]], support:2
pattern:[[23112032], [23110028]], support:2
pattern:[[23112032], [25101044]], support:2
pattern:[[27002174]], support:10
pattern:[[22171004]], support:10
pattern:[[22171004], [22102014]], support:2
pattern:[[22102013]], support:10
pattern:[[22102013], [22102014]], support:2
pattern:[[22600000]], support:10
pattern:[[22600000], [30380003]], support:2
pattern:[[22600000], [22701014]], support:2
pattern:[[22600000], [23110007]], support:2
pattern:[[22600000], [30380002]], support:3
pattern:[[22600000], [30380002], [23110009]], support:2
pattern:[[22600000], [22172005]], support:3
pattern:[[22600000], [22172005], [22601000]], support:2
pattern:[[22600000], [22601000]], support:3
pattern:[[22600000], [23110009]], support:3
pattern:[[24401008]], support:10
pattern:[[24401008], [27002173]], support:2
pattern:[[14860022]], support:10
pattern:[[27200939]], support:10
pattern:[[22103003]], support:10
pattern:[[15116003]], support:10
pattern:[[15116003], [15115001]], support:2
pattern:[[15110043]], support:10
pattern:[[24101000]], support:11
pattern:[[15110014]], support:11
pattern:[[15110014], [22102014]], support:2
pattern:[[15000007]], support:11
pattern:[[15000007], [23133017]], support:2
pattern:[[15000007], [23110009]], support:2
pattern:[[15000007], [22101000]], support:2
pattern:[[10140002]], support:11
pattern:[[10140002], [27410000]], support:2
pattern:[[10140002], [30380003]], support:3
pattern:[[27002169]], support:11
pattern:[[27002169], [22103005]], support:3
pattern:[[27002169], [22103005], [22102014]], support:2
pattern:[[27002169], [22102014]], support:3
pattern:[[27400145]], support:11
pattern:[[27400145], [27400126]], support:2
pattern:[[27400145], [27400052]], support:2
pattern:[[27400145], [23110009]], support:4
pattern:[[22120028]], support:11
pattern:[[25101002]], support:11
pattern:[[25101002], [25012012]], support:2
pattern:[[25101002], [27200924]], support:2
pattern:[[25101002], [22103001]], support:3
pattern:[[22100010]], support:11
pattern:[[22100010], [22100025]], support:2
pattern:[[22100010], [27410000]], support:2
pattern:[[22100010], [22103001]], support:2
pattern:[[22100010], [23110001]], support:2
pattern:[[22100010], [23110001], [22111029]], support:2
pattern:[[22100010], [22008019]], support:2
pattern:[[22100010], [22111029]], support:2
pattern:[[22100010], [24010000]], support:2
pattern:[[22100010], [22102005]], support:2
pattern:[[22100010], [22500022]], support:2
pattern:[[22100010], [23131002]], support:2
pattern:[[25100108]], support:11
pattern:[[25100108], [22013008]], support:2
pattern:[[25100108], [27410000]], support:2
pattern:[[10141038]], support:11
pattern:[[27002555]], support:11
pattern:[[24101002]], support:11
pattern:[[24101002], [23131002]], support:2
pattern:[[24101002], [10000011]], support:2
pattern:[[24101002], [23110009]], support:2
pattern:[[22102006]], support:11
pattern:[[22102006], [23110009]], support:2
pattern:[[22102006], [22103005]], support:2
pattern:[[22102006], [22103005], [22102014]], support:2
pattern:[[22102006], [22103001]], support:2
pattern:[[22102006], [22102014]], support:3
pattern:[[22001008]], support:11
pattern:[[25120014]], support:11
pattern:[[25120014], [22111004]], support:2
pattern:[[25120014], [22130007]], support:2
pattern:[[15115000]], support:11
pattern:[[15115000], [15115001]], support:5
pattern:[[22071000]], support:11
pattern:[[25111051]], support:11
pattern:[[11056085]], support:11
pattern:[[11056085], [22111004]], support:2
pattern:[[22021003]], support:11
pattern:[[22021003], [23110009]], support:2
pattern:[[22021003], [22021008]], support:2
pattern:[[22021003], [22103001]], support:2
pattern:[[22021003], [22102004]], support:2
pattern:[[22021003], [22102005]], support:2
pattern:[[22021003], [27000574]], support:2
pattern:[[22021003], [27410000]], support:3
pattern:[[22190002]], support:12
pattern:[[22190002], [27300274]], support:2
pattern:[[22190002], [22103005]], support:2
pattern:[[22190002], [22111004]], support:2
pattern:[[22190002], [22103007]], support:3
pattern:[[15120000]], support:12
pattern:[[15000021]], support:12
pattern:[[22132010]], support:12
pattern:[[22132010], [22170001]], support:2
pattern:[[22132010], [22102014]], support:2
pattern:[[22132010], [22102004]], support:2
pattern:[[22132010], [22111031]], support:2
pattern:[[22132010], [22130007]], support:2
pattern:[[22132010], [27300276]], support:2
pattern:[[22132010], [22172008]], support:2
pattern:[[22132010], [22008019]], support:2
pattern:[[22132010], [22008019], [22102005]], support:2
pattern:[[22132010], [22102005]], support:2
pattern:[[22132010], [22190000]], support:3
pattern:[[22130011]], support:12
pattern:[[15110069]], support:12
pattern:[[15110069], [15110071]], support:2
pattern:[[22111015]], support:12
pattern:[[22111015], [27300281]], support:2
pattern:[[22111015], [22102004]], support:2
pattern:[[22111015], [27300274]], support:3
pattern:[[22111015], [27300274], [27300281]], support:2
pattern:[[22111015], [23110009]], support:3
pattern:[[22111015], [22130000]], support:3
pattern:[[15130009]], support:12
pattern:[[15130009], [27200924]], support:2
pattern:[[15130009], [27400126]], support:2
pattern:[[15110044]], support:12
pattern:[[27200925]], support:12
pattern:[[27200925], [15231007]], support:2
pattern:[[24010017]], support:12
pattern:[[24010017], [30514028]], support:2
pattern:[[24010017], [27300274]], support:2
pattern:[[24010017], [30380003]], support:3
pattern:[[11110004]], support:12
pattern:[[25130010]], support:12
pattern:[[25130010], [25101044]], support:2
pattern:[[25130010], [25101011]], support:2
pattern:[[22102001]], support:12
pattern:[[22102001], [23110009]], support:2
pattern:[[22102001], [22102004]], support:2
pattern:[[22102001], [22102014]], support:2
pattern:[[22102001], [22102005]], support:2
pattern:[[27400126]], support:12
pattern:[[27400126], [27400118]], support:2
pattern:[[27400126], [27400118], [27400158]], support:2
pattern:[[27400126], [27400158]], support:2
pattern:[[22802001]], support:12
pattern:[[25101046]], support:12
pattern:[[23110174]], support:12
pattern:[[23110174], [23110175]], support:2
pattern:[[15130035]], support:12
pattern:[[15130035], [23110009]], support:2
pattern:[[10131002]], support:12
pattern:[[10131002], [15116003]], support:2
pattern:[[15115002]], support:13
pattern:[[15115002], [15110013]], support:3
pattern:[[15115002], [27200924]], support:4
pattern:[[15115002], [27200924], [15110013]], support:2
pattern:[[27300276]], support:13
pattern:[[27300276], [22111004]], support:2
pattern:[[27300276], [22102005]], support:2
pattern:[[27300276], [23110009]], support:3
pattern:[[15110031]], support:13
pattern:[[15110031], [23110009]], support:2
pattern:[[22111012]], support:13
pattern:[[22111012], [22170001]], support:2
pattern:[[22111012], [22170001], [22111031]], support:2
pattern:[[22111012], [22170001], [22111031], [22102014]], support:2
pattern:[[22111012], [22170001], [22102014]], support:2
pattern:[[22111012], [15110033]], support:2
pattern:[[22111012], [22101001]], support:2
pattern:[[22111012], [22101001], [22102014]], support:2
pattern:[[22111012], [22102005]], support:2
pattern:[[22111012], [22102006]], support:2
pattern:[[22111012], [22102014]], support:3
pattern:[[22111012], [22111031]], support:4
pattern:[[22111012], [22111031], [22102014]], support:2
pattern:[[10000006]], support:13
pattern:[[10000006], [14090031]], support:2
pattern:[[10000006], [10116025]], support:2
pattern:[[10000006], [14513016]], support:2
pattern:[[22130010]], support:13
pattern:[[22130010], [22102005]], support:3
pattern:[[21200004]], support:13
pattern:[[21200004], [27410045]], support:2
pattern:[[21200004], [22190000]], support:3
pattern:[[15200004]], support:13
pattern:[[15200004], [22102014]], support:2
pattern:[[15200004], [15114001]], support:2
pattern:[[27401714]], support:13
pattern:[[27401714], [27410044]], support:2
pattern:[[24010384]], support:13
pattern:[[24010384], [22170001]], support:2
pattern:[[15110004]], support:13
pattern:[[27410005]], support:13
pattern:[[27410005], [27000573]], support:2
pattern:[[27410005], [27400855]], support:2
pattern:[[24010823]], support:14
pattern:[[24010823], [14091023]], support:2
pattern:[[24010823], [27300274]], support:2
pattern:[[24010823], [22102014]], support:2
pattern:[[24010823], [22034000]], support:2
pattern:[[25012012]], support:14
pattern:[[25012012], [27300274]], support:2
pattern:[[25012012], [27300274], [27300280]], support:2
pattern:[[25012012], [27300274], [27300280], [23110009]], support:2
pattern:[[25012012], [27300274], [23110009]], support:2
pattern:[[25012012], [27300280]], support:2
pattern:[[25012012], [27300280], [23110009]], support:2
pattern:[[25012012], [23110009]], support:3
pattern:[[15110080]], support:14
pattern:[[15110080], [15605048]], support:2
pattern:[[15110080], [30380003]], support:4
pattern:[[22120005]], support:14
pattern:[[22120005], [22103004]], support:2
pattern:[[23134002]], support:14
pattern:[[23134002], [23110009]], support:2
pattern:[[15119000]], support:14
pattern:[[15119000], [27002555]], support:2
pattern:[[15119000], [27410002]], support:2
pattern:[[23110175]], support:14
pattern:[[15130034]], support:14
pattern:[[15130034], [23110006]], support:2
pattern:[[15130034], [23131002]], support:2
pattern:[[15130034], [21021043]], support:2
pattern:[[14860020]], support:14
pattern:[[22172008]], support:14
pattern:[[22172008], [22170001]], support:2
pattern:[[22172008], [24010809]], support:2
pattern:[[22172008], [22102001]], support:2
pattern:[[22172008], [22008019]], support:2
pattern:[[22172008], [22103001]], support:2
pattern:[[22172008], [22102014]], support:3
pattern:[[22172008], [22102005]], support:4
pattern:[[22100000]], support:14
pattern:[[22100000], [30380003]], support:2
pattern:[[22100000], [22111004]], support:2
pattern:[[22100000], [22172007]], support:2
pattern:[[22100000], [22500022]], support:2
pattern:[[22100000], [23132068]], support:2
pattern:[[22100000], [22102005]], support:2
pattern:[[22100000], [22101000]], support:3
pattern:[[22100000], [22103004]], support:3
pattern:[[27400855]], support:15
pattern:[[27400289]], support:15
pattern:[[27400289], [23110009]], support:2
pattern:[[27400289], [22007005]], support:2
pattern:[[27400289], [22111004]], support:2
pattern:[[27400289], [22120039]], support:2
pattern:[[27400289], [27300274]], support:2
pattern:[[27400289], [27100542]], support:4
pattern:[[27400289], [30380002]], support:5
pattern:[[27400289], [30380002], [30380003]], support:3
pattern:[[27400289], [30380003]], support:5
pattern:[[23113027]], support:15
pattern:[[23113027], [23110001]], support:2
pattern:[[23113027], [15115028]], support:2
pattern:[[23113027], [24101006]], support:2
pattern:[[23113027], [30380003]], support:3
pattern:[[22172005]], support:15
pattern:[[22172005], [22102005]], support:2
pattern:[[22172005], [27002169]], support:2
pattern:[[22172005], [27002169], [22103005]], support:2
pattern:[[22172005], [22103005]], support:2
pattern:[[22172005], [22102014]], support:2
pattern:[[22172005], [25120016]], support:2
pattern:[[22172005], [22034000]], support:2
pattern:[[22172005], [22601000]], support:2
pattern:[[22172005], [22100010]], support:2
pattern:[[22172005], [22170001]], support:3
pattern:[[22172005], [22008019]], support:3
pattern:[[25121003]], support:15
pattern:[[25121003], [23110009]], support:2
pattern:[[25121003], [23132063]], support:2
pattern:[[25121003], [23110007]], support:2
pattern:[[25121003], [22103001]], support:2
pattern:[[25121003], [22102014]], support:2
pattern:[[25121003], [22102005]], support:2
pattern:[[25121003], [22013008]], support:3
pattern:[[24000373]], support:15
pattern:[[27300281]], support:16
pattern:[[27300281], [15343006]], support:2
pattern:[[27300281], [23131002]], support:2
pattern:[[24010817]], support:16
pattern:[[24010817], [22102014]], support:2
pattern:[[24010817], [27300282]], support:2
pattern:[[24010817], [30380002]], support:3
pattern:[[24010817], [27000574]], support:4
pattern:[[24010817], [30380003]], support:9
pattern:[[24010817], [30380003], [22102014]], support:2
pattern:[[15200008]], support:16
pattern:[[15200008], [23110007]], support:2
pattern:[[15200008], [23110007], [23110009]], support:2
pattern:[[15200008], [22130007]], support:2
pattern:[[15200008], [23110009]], support:3
pattern:[[22103011]], support:16
pattern:[[22103011], [27300274]], support:2
pattern:[[22103011], [22102014]], support:2
pattern:[[22103011], [21801125]], support:2
pattern:[[22103011], [22170001]], support:2
pattern:[[22103011], [22170001], [23110009]], support:2
pattern:[[22103011], [22102004]], support:2
pattern:[[22103011], [30380003]], support:3
pattern:[[22103011], [22102005]], support:3
pattern:[[22103011], [23110009]], support:4
pattern:[[22111026]], support:16
pattern:[[22111026], [22102014]], support:2
pattern:[[22111026], [22110003]], support:3
pattern:[[22111026], [22102005]], support:3
pattern:[[22111026], [22102005], [22111004]], support:2
pattern:[[22111026], [22111004]], support:3
pattern:[[15115001]], support:16
pattern:[[15115001], [15114015]], support:2
pattern:[[15115001], [15231007]], support:3
pattern:[[22020006]], support:16
pattern:[[22020006], [22103004]], support:2
pattern:[[22020006], [25120016]], support:2
pattern:[[22035000]], support:16
pattern:[[22035000], [23110009]], support:2
pattern:[[27240000]], support:17
pattern:[[27240000], [22120039]], support:2
pattern:[[27240000], [27410002]], support:2
pattern:[[27240000], [22120005]], support:2
pattern:[[27240000], [10001006]], support:2
pattern:[[27240000], [27000573]], support:2
pattern:[[27240000], [27100542]], support:2
pattern:[[27240000], [22102014]], support:2
pattern:[[27240000], [30380003]], support:4
pattern:[[27240000], [30380003], [27410002]], support:2
pattern:[[27240000], [30380002]], support:4
pattern:[[27300282]], support:17
pattern:[[15230001]], support:17
pattern:[[15230001], [22102014]], support:2
pattern:[[15230001], [22103004]], support:2
pattern:[[15230001], [23110007]], support:2
pattern:[[15230001], [23135028]], support:2
pattern:[[15230001], [23110009]], support:3
pattern:[[15231007]], support:17
pattern:[[15231007], [23110009]], support:2
pattern:[[15231005]], support:17
pattern:[[20110014]], support:18
pattern:[[24010809]], support:18
pattern:[[27410042]], support:18
pattern:[[27410042], [22102014]], support:2
pattern:[[22111031]], support:18
pattern:[[22111031], [22171000]], support:2
pattern:[[22111031], [22130007]], support:2
pattern:[[22111031], [22103005]], support:3
pattern:[[22111031], [22103005], [22102014]], support:2
pattern:[[22111031], [22102014]], support:4
pattern:[[22000049]], support:18
pattern:[[22000049], [23110009]], support:2
pattern:[[22000049], [22102005]], support:2
pattern:[[25120036]], support:18
pattern:[[25120036], [22671058]], support:2
pattern:[[25120036], [27000573]], support:2
pattern:[[25120036], [21021043]], support:2
pattern:[[25120036], [22102005]], support:2
pattern:[[25120036], [27200938]], support:2
pattern:[[25120036], [27200938], [23110009]], support:2
pattern:[[25120036], [22100010]], support:2
pattern:[[25120036], [25101044]], support:2
pattern:[[25120036], [25101044], [23110009]], support:2
pattern:[[25120036], [23110009]], support:6
pattern:[[22120039]], support:19
pattern:[[22120039], [25111048]], support:2
pattern:[[22120039], [25111048], [24000333]], support:2
pattern:[[22120039], [25111048], [24000333], [27300274]], support:2
pattern:[[22120039], [25111048], [24000333], [27300274], [22103007]], support:2
pattern:[[22120039], [25111048], [24000333], [22103007]], support:2
pattern:[[22120039], [25111048], [27300274]], support:2
pattern:[[22120039], [25111048], [27300274], [22103007]], support:2
pattern:[[22120039], [25111048], [22103007]], support:2
pattern:[[22120039], [24000333]], support:2
pattern:[[22120039], [24000333], [27300274]], support:2
pattern:[[22120039], [24000333], [27300274], [22103007]], support:2
pattern:[[22120039], [24000333], [22103007]], support:2
pattern:[[22120039], [22120015]], support:2
pattern:[[22120039], [22103007]], support:2
pattern:[[22120039], [22132010]], support:2
pattern:[[22120039], [25121003]], support:2
pattern:[[22120039], [22034000]], support:2
pattern:[[22120039], [22111004]], support:2
pattern:[[22120039], [24030062]], support:2
pattern:[[22120039], [27300274]], support:3
pattern:[[22120039], [27300274], [22103007]], support:2
pattern:[[22120039], [27300274], [22111004]], support:2
pattern:[[22120039], [22190000]], support:4
pattern:[[15115003]], support:19
pattern:[[20121037]], support:19
pattern:[[20121037], [23110174]], support:2
pattern:[[20121037], [23110009]], support:2
pattern:[[20121037], [15110014]], support:2
pattern:[[20121037], [23110001]], support:2
pattern:[[20121037], [22102005]], support:2
pattern:[[20121037], [15114015]], support:2
pattern:[[22007005]], support:19
pattern:[[22007005], [22013022]], support:2
pattern:[[22007005], [22102014]], support:2
pattern:[[27410045]], support:19
pattern:[[27410045], [27000574]], support:2
pattern:[[22130007]], support:19
pattern:[[22130007], [22103004]], support:2
pattern:[[22130007], [27100542]], support:2
pattern:[[22130007], [15111001]], support:2
pattern:[[22130007], [22103003]], support:2
pattern:[[22130007], [22102014]], support:3
pattern:[[22001038]], support:19
pattern:[[22001038], [27300274]], support:2
pattern:[[22001038], [23110009]], support:2
pattern:[[22001038], [22110003]], support:2
pattern:[[22001038], [22701014]], support:2
pattern:[[22130016]], support:19
pattern:[[22130016], [22120005]], support:2
pattern:[[22130016], [22170001]], support:2
pattern:[[22130016], [30380003]], support:2
pattern:[[22130016], [25120016]], support:2
pattern:[[22130016], [25111009]], support:2
pattern:[[22130016], [25111051]], support:2
pattern:[[22130016], [22102005]], support:2
pattern:[[22130016], [23110009]], support:3
pattern:[[22130016], [22130017]], support:5
pattern:[[22130016], [22130017], [25120016]], support:2
pattern:[[22130016], [22130017], [23110009]], support:2
pattern:[[15232001]], support:19
pattern:[[15232001], [27200938]], support:2
pattern:[[15232001], [27410000]], support:2
pattern:[[15232001], [15232004]], support:2
pattern:[[15232001], [23113027]], support:2
pattern:[[15232001], [23132068]], support:2
pattern:[[15232001], [10310051]], support:2
pattern:[[15232001], [30380003]], support:3
pattern:[[15232001], [30380003], [15114031]], support:2
pattern:[[15232001], [15114031]], support:3
pattern:[[15232001], [15231007]], support:3
pattern:[[15232001], [30380002]], support:4
pattern:[[15119001]], support:20
pattern:[[15119001], [15115003]], support:2
pattern:[[15119001], [23110009]], support:2
pattern:[[27410002]], support:20
pattern:[[22172007]], support:20
pattern:[[22172007], [22101000]], support:2
pattern:[[22172007], [25121003]], support:2
pattern:[[22172007], [25121003], [22103001]], support:2
pattern:[[22172007], [22103001]], support:2
pattern:[[22172007], [22172013]], support:2
pattern:[[22172007], [22102005]], support:2
pattern:[[22172007], [22102004]], support:3
pattern:[[22172007], [22130007]], support:3
pattern:[[15114015]], support:20
pattern:[[22172000]], support:21
pattern:[[22172000], [25120016]], support:2
pattern:[[22172000], [22103004]], support:2
pattern:[[22172000], [23110009]], support:2
pattern:[[22172000], [22120028]], support:2
pattern:[[22172000], [22101000]], support:2
pattern:[[22172000], [10119020]], support:2
pattern:[[22172000], [10119020], [22102005]], support:2
pattern:[[22172000], [22102000]], support:2
pattern:[[22172000], [11110004]], support:2
pattern:[[22172000], [15110001]], support:2
pattern:[[22172000], [27410000]], support:2
pattern:[[22172000], [15232001]], support:2
pattern:[[22172000], [15232001], [30380002]], support:2
pattern:[[22172000], [22101001]], support:3
pattern:[[22172000], [22102005]], support:3
pattern:[[22172000], [22102014]], support:3
pattern:[[22172000], [22103001]], support:3
pattern:[[22172000], [22132010]], support:3
pattern:[[22172000], [22132010], [22172008]], support:2
pattern:[[22172000], [30380003]], support:4
pattern:[[22172000], [22172008]], support:4
pattern:[[22172000], [22172008], [22102014]], support:2
pattern:[[22172000], [30380002]], support:5
pattern:[[22172000], [30380002], [22102014]], support:2
pattern:[[22172000], [30380002], [22132010]], support:2
pattern:[[22172000], [30380002], [22132010], [22172008]], support:2
pattern:[[22172000], [30380002], [22172008]], support:3
pattern:[[22172000], [30380002], [22172008], [22102014]], support:2
pattern:[[22120004]], support:21
pattern:[[22120004], [22120005]], support:2
pattern:[[22120004], [22172007]], support:2
pattern:[[22120004], [22102000]], support:2
pattern:[[22120004], [22102005]], support:2
pattern:[[22120004], [22111004]], support:2
pattern:[[22120004], [22190000]], support:3
pattern:[[22120004], [22190000], [22111004]], support:2
pattern:[[22120004], [22013008]], support:3
pattern:[[21801125]], support:21
pattern:[[21801125], [23110009]], support:2
pattern:[[21801125], [27400158]], support:2
pattern:[[21801125], [22111004]], support:2
pattern:[[21801125], [27410000]], support:2
pattern:[[21801125], [27200938]], support:2
pattern:[[21801125], [22102004]], support:2
pattern:[[21801125], [22102005]], support:2
pattern:[[21801125], [22013022]], support:2
pattern:[[21801125], [27400126]], support:2
pattern:[[21801125], [27100542]], support:2
pattern:[[25111009]], support:21
pattern:[[25111009], [25111051]], support:2
pattern:[[25111009], [27000582]], support:2
pattern:[[25111009], [25120016]], support:2
pattern:[[25111009], [25120016], [23110009]], support:2
pattern:[[25111009], [30380003]], support:2
pattern:[[25111009], [27000573]], support:3
